Class,Depth,Rank,DirectCount,DirectDependencies
PQSQED.Genus_Marmota,0,1,0,
PQSQED.Genus_Martes,0,1,0,
PQSQED.Genus_Mazama,0,1,0,
PQSQED.Genus_Melanitta,0,1,0,
PQSQED.Genus_Mellivora,0,1,0,
PQSQED.Genus_Mergus,0,1,0,
PQSQED.Genus_Merlangus,0,1,0,
PQSQED.Genus_Merluccius,0,1,0,
PQSQED.Genus_Microcentrum,0,1,0,
PQSQED.Genus_Micropogonias,0,1,0,
PQSQED.Genus_Mollienesia,0,1,0,
PQSQED.Genus_Molluga,0,1,0,
PQSQED.Genus_Molothrus,0,1,0,
PQSQED.Genus_Muntiacus,0,1,0,
PQSQED.Genus_Myadestes,0,1,0,
PQSQED.Genus_Mycteroperca,0,1,0,
PQSQED.Genus_Naemorhedus,0,1,0,
PQSQED.Genus_Naja,0,1,0,
PQSQED.Genus_Nasua,0,1,0,
PQSQED.Genus_Neotoma,0,1,0,
PQSQED.Genus_Notophthalmus,0,1,0,
PQSQED.Genus_Notropis,0,1,0,
PQSQED.Genus_Nucifraga,0,1,0,
PQSQED.Genus_Numenius,0,1,0,
PQSQED.Genus_Nuphar,0,1,0,
PQSQED.Genus_Ocyurus,0,1,0,
PQSQED.Genus_Okapia,0,1,0,
PQSQED.Genus_Oligoplites,0,1,0,
PQSQED.Genus_Ondatra,0,1,0,
PQSQED.Genus_Ortalis,0,1,0,
PQSQED.Genus_Orthotomus,0,1,0,
PQSQED.Genus_Ovibos,0,1,0,
PQSQED.Genus_Oxyuranus,0,1,0,
PQSQED.Genus_Papio,0,1,0,
PQSQED.Genus_Parascalops,0,1,0,
PQSQED.Genus_Phacochoerus,0,1,0,
PQSQED.Genus_Phascolarctos,0,1,0,
PQSQED.Genus_Philomachus,0,1,0,
PQSQED.Genus_Phocoena,0,1,0,
PQSQED.Genus_Phoxinus,0,1,0,
PQSQED.Genus_Phyllorhynchus,0,1,0,
PQSQED.Genus_Phylloscopus,0,1,0,
PQSQED.Genus_Pica,0,1,0,
PQSQED.Genus_Pilularia,0,1,0,
PQSQED.Genus_Pipilo,0,1,0,
PQSQED.Genus_Pithecia,0,1,0,
PQSQED.Genus_Platypoecilus,0,1,0,
PQSQED.Genus_Pluvianus,0,1,0,
PQSQED.Genus_Poecilogale,0,1,0,
PQSQED.Genus_Poephila,0,1,0,
PQSQED.Genus_Pomacanthus,0,1,0,
PQSQED.Genus_Pomoxis,0,1,0,
PQSQED.Genus_Potorous,0,1,0,
PQSQED.Genus_Presbytes,0,1,0,
PQSQED.Genus_Procnias,0,1,0,
PQSQED.Genus_Prosopium,0,1,0,
PQSQED.Genus_Psidium,0,1,0,
PQSQED.Genus_Pterois,0,1,0,
PQSQED.Genus_Ptilocercus,0,1,0,
PQSQED.Genus_Puffinus,0,1,0,
PQSQED.Genus_Pyrrhula,0,1,0,
PQSQED.Genus_Quercus,0,1,0,
PQSQED.Genus_Quiscalus,0,1,0,
PQSQED.Genus_Ramphomicron,0,1,0,
PQSQED.Genus_Richmondena,0,1,0,
PQSQED.Genus_Rutilus,0,1,0,
PQSQED.Genus_Salicornia,0,1,0,
PQSQED.Genus_Sarda,0,1,0,
PQSQED.Genus_Sardina,0,1,0,
PQSQED.Genus_Sardinia,0,1,0,
PQSQED.Genus_Sardinops,0,1,0,
PQSQED.Genus_Sauromalus,0,1,0,
PQSQED.Genus_Sayornis,0,1,0,
PQSQED.Genus_Scardinius,0,1,0,
PQSQED.Genus_Sebastodes,0,1,0,
PQSQED.Genus_Serrasalmus,0,1,0,
PQSQED.Genus_Spyeria,0,1,0,
PQSQED.Genus_Stenotomus,0,1,0,
PQSQED.Genus_Stizostedion,0,1,0,
PQSQED.Genus_Streptopelia,0,1,0,
PQSQED.Genus_Suricata,0,1,0,
PQSQED.Genus_Synanceja,0,1,0,
PQSQED.Genus_Tadorna,0,1,0,
PQSQED.Genus_Tagetes,0,1,0,
PQSQED.Genus_Tantilla,0,1,0,
PQSQED.Genus_Tarpon,0,1,0,
PQSQED.Genus_Tautoga,0,1,0,
PQSQED.Genus_Taxus,0,1,0,
PQSQED.Genus_Thunnus,0,1,0,
PQSQED.Genus_Thylogale,0,1,0,
PQSQED.Genus_Torreya,0,1,0,
PQSQED.Genus_Toxostoma,0,1,0,
PQSQED.Genus_Tradescantia,0,1,0,
PQSQED.Genus_Triatoma,0,1,0,
PQSQED.Genus_Tupinambis,0,1,0,
PQSQED.Genus_Umbrina,0,1,0,
PQSQED.Genus_Uria,0,1,0,
PQSQED.Genus_Urophycis,0,1,0,
PQSQED.Genus_Vaccaria,0,1,0,
PQSQED.Genus_Vidua,0,1,0,
PQSQED.Genus_Vulpes,0,1,0,
PQSQED.Genus_Xyphophorus,0,1,0,
PQSQED.GenusBombycilla,0,1,0,
PQSQED.GenusLemmus,0,1,0,
PQSQED.Geococcyx,0,1,0,
PQSQED.Geothlypis,0,1,0,
PQSQED.Gerbillinae,0,1,0,
PQSQED.Gerreidae,0,1,0,
PQSQED.Gerridae,0,1,0,
PQSQED.Gilled,0,1,0,
PQSQED.Giraffidae,0,1,0,
PQSQED.Gobiesocidae,0,1,0,
PQSQED.Gobiidae,0,1,0,
PQSQED.GoodForYou,0,1,0,
PQSQED.Gracula,0,1,0,
PQSQED.Graminales,0,1,0,
PQSQED.Gruidae,0,1,0,
PQSQED.Gryllidae,0,1,0,
PQSQED.GumTerpentine,0,1,0,
PQSQED.Hackelia,0,1,0,
PQSQED.Haematopodidae,0,1,0,
PQSQED.Haematopus,0,1,0,
PQSQED.Haemopis,0,1,0,
PQSQED.Haemulidae,0,1,0,
PQSQED.Haliotidae,0,1,0,
PQSQED.HardToPlease,0,1,0,
PQSQED.HauteCouture,0,1,0,
PQSQED.Healthy,0,1,0,
PQSQED.HeathFamily,0,1,0,
PQSQED.Hectogram,0,1,0,
PQSQED.Hemigrammus,0,1,0,
PQSQED.Herpestes,0,1,0,
PQSQED.Heteroscelus,0,1,0,
PQSQED.Heterosomata,0,1,0,
PQSQED.Hexagrammidae,0,1,0,
PQSQED.HighFashion,0,1,0,
PQSQED.HighStyle,0,1,0,
PQSQED.Hilly,0,1,0,
PQSQED.Hippoglossus,0,1,0,
PQSQED.Hippopotamidae,0,1,0,
PQSQED.Hirundinidae,0,1,0,
PQSQED.Holocentridae,0,1,0,
PQSQED.Homaridae,0,1,0,
PQSQED.Hyaenidae,0,1,0,
PQSQED.Hydromantes,0,1,0,
PQSQED.Hylactophryne,0,1,0,
PQSQED.Hylobates,0,1,0,
PQSQED.Hypermastigina,0,1,0,
PQSQED.Hyperoodon,0,1,0,
PQSQED.Iguanodontidae,0,1,0,
PQSQED.Indocile,0,1,0,
PQSQED.Inhalant,0,1,0,
PQSQED.Insectivora,0,1,0,
PQSQED.Intransitivize,0,1,0,
PQSQED.Isopoda,0,1,0,
PQSQED.Istiophoridae,0,1,0,
PQSQED.Ixobrychus,0,1,0,
PQSQED.Jaculus,0,1,0,
PQSQED.Jerkily,0,1,0,
PQSQED.Jordanella,0,1,0,
PQSQED.Juniperus,0,1,0,
PQSQED.Jynx,0,1,0,
PQSQED.Kith,0,1,0,
PQSQED.Knobbly,0,1,0,
PQSQED.Knobby,0,1,0,
PQSQED.Labridae,0,1,0,
PQSQED.Lagopus,0,1,0,
PQSQED.Lagostomus,0,1,0,
PQSQED.Lamellibranchia,0,1,0,
PQSQED.Lampridae,0,1,0,
PQSQED.Lampyridae,0,1,0,
PQSQED.Laniidae,0,1,0,
PQSQED.Lanthanotidae,0,1,0,
PQSQED.Lappula,0,1,0,
PQSQED.Larix,0,1,0,
PQSQED.Lasiocampid,0,1,0,
PQSQED.LasiocampidMoth,0,1,0,
PQSQED.Lebistes,0,1,0,
PQSQED.Lemmus,0,1,0,
PQSQED.Leontocebus,0,1,0,
PQSQED.Lepidochelys,0,1,0,
PQSQED.Lepidoptera,0,1,0,
PQSQED.Lepismatidae,0,1,0,
PQSQED.Leporid,0,1,0,
PQSQED.Leporidae,0,1,0,
PQSQED.LeporidMammal,0,1,0,
PQSQED.Leptoglossus,0,1,0,
PQSQED.LesserApe,0,1,0,
PQSQED.Limacidae,0,1,0,
PQSQED.Limnodromus,0,1,0,
PQSQED.Limosa,0,1,0,
PQSQED.Liparidae,0,1,0,
PQSQED.Liparididae,0,1,0,
PQSQED.Littorinidae,0,1,0,
PQSQED.Lobotidae,0,1,0,
PQSQED.Lophophorus,0,1,0,
PQSQED.Loriinae,0,1,0,
PQSQED.LowerRespiratoryTract,0,1,0,
PQSQED.Lucifugal,0,1,0,
PQSQED.Lucifugous,0,1,0,
PQSQED.Lunda,0,1,0,
PQSQED.Luscinia,0,1,0,
PQSQED.Lutjanidae,0,1,0,
PQSQED.Luvaridae,0,1,0,
PQSQED.Lycopersicon,0,1,0,
PQSQED.Lycopersicum,0,1,0,
PQSQED.Lygus,0,1,0,
PQSQED.Macrocephalon,0,1,0,
PQSQED.Macropodidae,0,1,0,
PQSQED.Macrouridae,0,1,0,
PQSQED.Macruridae,0,1,0,
PQSQED.Majorca,0,1,0,
PQSQED.Makaira,0,1,0,
PQSQED.Mallotus,0,1,0,
PQSQED.Malva,0,1,0,
PQSQED.Mammal_Semnopithecus,0,1,0,
PQSQED.Mandibulate,0,1,0,
PQSQED.Mandrillus,0,1,0,
PQSQED.Manteidae,0,1,0,
PQSQED.Mantidae,0,1,0,
PQSQED.Mantispidae,0,1,0,
PQSQED.Marmota,0,1,0,
PQSQED.Martes,0,1,0,
PQSQED.Mazama,0,1,0,
PQSQED.Megalosauridae,0,1,0,
PQSQED.Megapodiidae,0,1,0,
PQSQED.Melanitta,0,1,0,
PQSQED.Mellivora,0,1,0,
PQSQED.Menurae,0,1,0,
PQSQED.Menuridae,0,1,0,
PQSQED.Mergus,0,1,0,
PQSQED.Merlangus,0,1,0,
PQSQED.Merluccius,0,1,0,
PQSQED.Meropidae,0,1,0,
PQSQED.Microcentrum,0,1,0,
PQSQED.Micropogonias,0,1,0,
PQSQED.Mollienesia,0,1,0,
PQSQED.Molluga,0,1,0,
PQSQED.Mollusca,0,1,0,
PQSQED.Molothrus,0,1,0,
PQSQED.Monocanthidae,0,1,0,
PQSQED.Monodontidae,0,1,0,
PQSQED.Motacillidae,0,1,0,
PQSQED.Mountainous,0,1,0,
PQSQED.Mousey,0,1,0,
PQSQED.Mousy,0,1,0,
PQSQED.Muntiacus,0,1,0,
PQSQED.Musophagidae,0,1,0,
PQSQED.Mustelidae,0,1,0,
PQSQED.Myadestes,0,1,0,
PQSQED.Mycteroperca,0,1,0,
PQSQED.Myrmeleontidae,0,1,0,
PQSQED.MyrtaceousTree,0,1,0,
PQSQED.Naemorhedus,0,1,0,
PQSQED.Naja,0,1,0,
PQSQED.Nasua,0,1,0,
PQSQED.Natantia,0,1,0,
PQSQED.Naticidae,0,1,0,
PQSQED.Nautilidae,0,1,0,
PQSQED.Nectariferous,0,1,0,
PQSQED.Neotoma,0,1,0,
PQSQED.Neritidae,0,1,0,
PQSQED.Noctuidae,0,1,0,
PQSQED.Notophthalmus,0,1,0,
PQSQED.Notropis,0,1,0,
PQSQED.Nucifraga,0,1,0,
PQSQED.Numenius,0,1,0,
PQSQED.Nuphar,0,1,0,
PQSQED.Ocellated,0,1,0,
PQSQED.Ocyurus,0,1,0,
PQSQED.Odonata,0,1,0,
PQSQED.Okapia,0,1,0,
PQSQED.Oligochaeta,0,1,0,
PQSQED.Oligoplites,0,1,0,
PQSQED.Omission,0,1,0,
PQSQED.Ondatra,0,1,0,
PQSQED.Ophidia,0,1,0,
PQSQED.Opiliones,0,1,0,
PQSQED.Opisthocomidae,0,1,0,
PQSQED.Opisthognathidae,0,1,0,
PQSQED.Order_Acarina,0,1,0,
PQSQED.Order_Actinomyxidia,0,1,0,
PQSQED.Order_Anseriformes,0,1,0,
PQSQED.Order_Apodiformes,0,1,0,
PQSQED.Order_Araneae,0,1,0,
PQSQED.Order_Araneida,0,1,0,
PQSQED.Order_Caprimulgiformes,0,1,0,
PQSQED.Order_Chelonia,0,1,0,
PQSQED.Order_Coleoptera,0,1,0,
PQSQED.Order_Colymbiformes,0,1,0,
PQSQED.Order_Crocodilia,0,1,0,
PQSQED.Order_Crocodylia,0,1,0,
PQSQED.Order_Cuculiformes,0,1,0,
PQSQED.Order_Decapoda,0,1,0,
PQSQED.Order_Ephemerida,0,1,0,
PQSQED.Order_Ephemeroptera,0,1,0,
PQSQED.Order_Foraminifera,0,1,0,
PQSQED.Order_Graminales,0,1,0,
PQSQED.Order_Heterosomata,0,1,0,
PQSQED.Order_Hypermastigina,0,1,0,
PQSQED.Order_Insectivora,0,1,0,
PQSQED.Order_Isopoda,0,1,0,
PQSQED.Order_Lepidoptera,0,1,0,
PQSQED.Order_Odonata,0,1,0,
PQSQED.Order_Opiliones,0,1,0,
PQSQED.Order_Orthoptera,0,1,0,
PQSQED.Order_Phalangida,0,1,0,
PQSQED.Order_Plecoptera,0,1,0,
PQSQED.Order_Pleuronectiformes,0,1,0,
PQSQED.Order_Podicipediformes,0,1,0,
PQSQED.Order_Podicipitiformes,0,1,0,
PQSQED.Order_Siphonaptera,0,1,0,
PQSQED.Order_Sphenisciformes,0,1,0,
PQSQED.Order_Strigiformes,0,1,0,
PQSQED.Order_Testudinata,0,1,0,
PQSQED.Order_Testudines,0,1,0,
PQSQED.Order_Thysanura,0,1,0,
PQSQED.Order_Trogoniformes,0,1,0,
PQSQED.Order_Zeomorphi,0,1,0,
PQSQED.Ortalis,0,1,0,
PQSQED.Orthoptera,0,1,0,
PQSQED.Orthotomus,0,1,0,
PQSQED.Orycteropodidae,0,1,0,
PQSQED.Osmeridae,0,1,0,
PQSQED.Ostraciidae,0,1,0,
PQSQED.Ostreidae,0,1,0,
PQSQED.Otididae,0,1,0,
PQSQED.Overboard,0,1,0,
PQSQED.Ovibos,0,1,0,
PQSQED.Oxyuranus,0,1,0,
PQSQED.Oxyuridae,0,1,0,
PQSQED.Palaemonidae,0,1,0,
PQSQED.Pandionidae,0,1,0,
PQSQED.Papio,0,1,0,
PQSQED.Parascalops,0,1,0,
PQSQED.Paridae,0,1,0,
PQSQED.Pectinidae,0,1,0,
PQSQED.Pelecanidae,0,1,0,
PQSQED.Pempheridae,0,1,0,
PQSQED.Peramelidae,0,1,0,
PQSQED.Petaled,0,1,0,
PQSQED.Petalled,0,1,0,
PQSQED.Petromyzontidae,0,1,0,
PQSQED.Phacochoerus,0,1,0,
PQSQED.Phaethontidae,0,1,0,
PQSQED.Phalacrocoracidae,0,1,0,
PQSQED.Phalangeridae,0,1,0,
PQSQED.Phalangida,0,1,0,
PQSQED.Phalaropidae,0,1,0,
PQSQED.Phascolarctos,0,1,0,
PQSQED.Phasianidae,0,1,0,
PQSQED.Philomachus,0,1,0,
PQSQED.Phocoena,0,1,0,
PQSQED.Phoenicopteridae,0,1,0,
PQSQED.Phoxinus,0,1,0,
PQSQED.Phyllorhynchus,0,1,0,
PQSQED.Phylloscopus,0,1,0,
PQSQED.Phylum_Arthropoda,0,1,0,
PQSQED.Phylum_Mollusca,0,1,0,
PQSQED.Phylum_Platyhelminthes,0,1,0,
PQSQED.Picidae,0,1,0,
PQSQED.Pillared,0,1,0,
PQSQED.Pilularia,0,1,0,
PQSQED.Pipilo,0,1,0,
PQSQED.Pipridae,0,1,0,
PQSQED.Pithecia,0,1,0,
PQSQED.Pittidae,0,1,0,
PQSQED.Plataleidae,0,1,0,
PQSQED.Platyhelminthes,0,1,0,
PQSQED.Platypoecilus,0,1,0,
PQSQED.Plecoptera,0,1,0,
PQSQED.Pleuronectidae,0,1,0,
PQSQED.Ploceidae,0,1,0,
PQSQED.Pluvianus,0,1,0,
PQSQED.Podargidae,0,1,0,
PQSQED.Podicipediformes,0,1,0,
PQSQED.Podicipitiformes,0,1,0,
PQSQED.Poeciliidae,0,1,0,
PQSQED.Poecilogale,0,1,0,
PQSQED.Poephila,0,1,0,
PQSQED.Polynemidae,0,1,0,
PQSQED.Polyodontidae,0,1,0,
PQSQED.Pomacanthus,0,1,0,
PQSQED.Pomacentridae,0,1,0,
PQSQED.Pomoxis,0,1,0,
PQSQED.Portly,0,1,0,
PQSQED.Potorous,0,1,0,
PQSQED.Presbytes,0,1,0,
PQSQED.Procellariidae,0,1,0,
PQSQED.ProciphilusTessellatus,0,1,0,
PQSQED.Procnias,0,1,0,
PQSQED.Profanely,0,1,0,
PQSQED.Prosopium,0,1,0,
PQSQED.Psidium,0,1,0,
PQSQED.Psophiidae,0,1,0,
PQSQED.Pteroclididae,0,1,0,
PQSQED.Pterois,0,1,0,
PQSQED.Ptilocercus,0,1,0,
PQSQED.Ptilonorhynchidae,0,1,0,
PQSQED.Puffinus,0,1,0,
PQSQED.Pyrrhocoridae,0,1,0,
PQSQED.Pyrrhula,0,1,0,
PQSQED.Quenched,0,1,0,
PQSQED.Quercus,0,1,0,
PQSQED.Quiscalus,0,1,0,
PQSQED.Rallidae,0,1,0,
PQSQED.Ramate,0,1,0,
PQSQED.Ramose,0,1,0,
PQSQED.Ramous,0,1,0,
PQSQED.Ramphastidae,0,1,0,
PQSQED.Ramphomicron,0,1,0,
PQSQED.Recurvirostridae,0,1,0,
PQSQED.Regalecidae,0,1,0,
PQSQED.Remuneration,0,1,0,
PQSQED.RhinocerosFamily,0,1,0,
PQSQED.Rhinocerotidae,0,1,0,
PQSQED.Richmondena,0,1,0,
PQSQED.Ruminantia,0,1,0,
PQSQED.Rutilus,0,1,0,
PQSQED.Salamandridae,0,1,0,
PQSQED.Salary,0,1,0,
PQSQED.Salicornia,0,1,0,
PQSQED.Sarda,0,1,0,
PQSQED.Sardina,0,1,0,
PQSQED.Sardinops,0,1,0,
PQSQED.Satisfied,0,1,0,
PQSQED.Sauromalus,0,1,0,
PQSQED.Sayornis,0,1,0,
PQSQED.Scardinius,0,1,0,
PQSQED.Scaridae,0,1,0,
PQSQED.Scincidae,0,1,0,
PQSQED.Scombroidea,0,1,0,
PQSQED.Scorpaenidae,0,1,0,
PQSQED.Scorpaenoidea,0,1,0,
PQSQED.Sebastodes,0,1,0,
PQSQED.Seeded,0,1,0,
PQSQED.Selachii,0,1,0,
PQSQED.SelfContradiction,0,1,0,
PQSQED.Sequel,0,1,0,
PQSQED.Serpentes,0,1,0,
PQSQED.Serrasalmus,0,1,0,
PQSQED.Sinuosity,0,1,0,
PQSQED.Sinuousness,0,1,0,
PQSQED.Siphonaptera,0,1,0,
PQSQED.Sirenidae,0,1,0,
PQSQED.Sittidae,0,1,0,
PQSQED.Slaked,0,1,0,
PQSQED.Sobbingly,0,1,0,
PQSQED.Soleidae,0,1,0,
PQSQED.Soricidae,0,1,0,
PQSQED.Sought,0,1,0,
PQSQED.Sparidae,0,1,0,
PQSQED.Sparkler,0,1,0,
PQSQED.Spasmodically,0,1,0,
PQSQED.Sphenisciformes,0,1,0,
PQSQED.Sphingidae,0,1,0,
PQSQED.Spinose,0,1,0,
PQSQED.Spiny,0,1,0,
PQSQED.Spirally,0,1,0,
PQSQED.Spyeria,0,1,0,
PQSQED.Squatinidae,0,1,0,
PQSQED.Steatornithidae,0,1,0,
PQSQED.Stenopelmatidae,0,1,0,
PQSQED.Stenotomus,0,1,0,
PQSQED.Stercorariidae,0,1,0,
PQSQED.Sterninae,0,1,0,
PQSQED.Stichaeidae,0,1,0,
PQSQED.Stimulating,0,1,0,
PQSQED.Stizostedion,0,1,0,
PQSQED.Stoloniferous,0,1,0,
PQSQED.Streptopelia,0,1,0,
PQSQED.Strigiformes,0,1,0,
PQSQED.Subclass_Actinopoda,0,1,0,
PQSQED.Subclass_Cirripedia,0,1,0,
PQSQED.Subclass_Elasmobranchii,0,1,0,
PQSQED.Subclass_Selachii,0,1,0,
PQSQED.Subfamily_Gerbillinae,0,1,0,
PQSQED.Subfamily_Loriinae,0,1,0,
PQSQED.Subfamily_Sterninae,0,1,0,
PQSQED.Suborder_Anisoptera,0,1,0,
PQSQED.Suborder_Anthropoidea,0,1,0,
PQSQED.Suborder_Blennioidea,0,1,0,
PQSQED.Suborder_Eurylaimi,0,1,0,
PQSQED.Suborder_Lari,0,1,0,
PQSQED.Suborder_Menurae,0,1,0,
PQSQED.Suborder_Natantia,0,1,0,
PQSQED.Suborder_Ophidia,0,1,0,
PQSQED.Suborder_Ruminantia,0,1,0,
PQSQED.Suborder_Scombroidea,0,1,0,
PQSQED.Suborder_Scorpaenoidea,0,1,0,
PQSQED.Suborder_Serpentes,0,1,0,
PQSQED.Suborder_Zygoptera,0,1,0,
PQSQED.Subphylum_Cephalochordata,0,1,0,
PQSQED.Subphylum_Craniata,0,1,0,
PQSQED.Subphylum_Tunicata,0,1,0,
PQSQED.Subphylum_Urochorda,0,1,0,
PQSQED.Subphylum_Urochordata,0,1,0,
PQSQED.Subphylum_Vertebrata,0,1,0,
PQSQED.Subsequence,0,1,0,
PQSQED.Suidae,0,1,0,
PQSQED.Sulidae,0,1,0,
PQSQED.Superfamily_Apoidea,0,1,0,
PQSQED.Suricata,0,1,0,
PQSQED.Synanceja,0,1,0,
PQSQED.Syngnathidae,0,1,0,
PQSQED.Synodontidae,0,1,0,
PQSQED.Tabanidae,0,1,0,
PQSQED.Tachyglossidae,0,1,0,
PQSQED.Tadorna,0,1,0,
PQSQED.Tageteste,0,1,0,
PQSQED.Talpidae,0,1,0,
PQSQED.Tantilla,0,1,0,
PQSQED.Tautoga,0,1,0,
PQSQED.Taxus,0,1,0,
PQSQED.Tayassuidae,0,1,0,
PQSQED.Teiidae,0,1,0,
PQSQED.Tenanted,0,1,0,
PQSQED.Tentacled,0,1,0,
PQSQED.Tenthredinidae,0,1,0,
PQSQED.Teredinidae,0,1,0,
PQSQED.Termitidae,0,1,0,
PQSQED.Testudinata,0,1,0,
PQSQED.Testudines,0,1,0,
PQSQED.Tetranychidae,0,1,0,
PQSQED.Tetraodontidae,0,1,0,
PQSQED.Tettigoniidae,0,1,0,
PQSQED.Thelypteridaceae,0,1,0,
PQSQED.Thereto,0,1,0,
PQSQED.Thorny,0,1,0,
PQSQED.Thraupidae,0,1,0,
PQSQED.Threskiornithidae,0,1,0,
PQSQED.Thunnus,0,1,0,
PQSQED.Thylogale,0,1,0,
PQSQED.Thysanura,0,1,0,
PQSQED.Timaliidae,0,1,0,
PQSQED.Tinamidae,0,1,0,
PQSQED.ToIt,0,1,0,
PQSQED.Torreya,0,1,0,
PQSQED.Tortuously,0,1,0,
PQSQED.ToThat,0,1,0,
PQSQED.Toxostoma,0,1,0,
PQSQED.Toxotidae,0,1,0,
PQSQED.Trachipteridae,0,1,0,
PQSQED.Tradescantia,0,1,0,
PQSQED.Tragulidae,0,1,0,
PQSQED.Triatoma,0,1,0,
PQSQED.Tribe_Bambuseae,0,1,0,
PQSQED.Trichiuridae,0,1,0,
PQSQED.Trionychidae,0,1,0,
PQSQED.Trochilidae,0,1,0,
PQSQED.Troglodytidae,0,1,0,
PQSQED.Trogoniformes,0,1,0,
PQSQED.Trombiculidae,0,1,0,
PQSQED.Trombidiidae,0,1,0,
PQSQED.Tunicata,0,1,0,
PQSQED.Tupinambis,0,1,0,
PQSQED.Turbellaria,0,1,0,
PQSQED.Turpentine,0,1,0,
PQSQED.Tusked,0,1,0,
PQSQED.Twirlingly,0,1,0,
PQSQED.Umbrina,0,1,0,
PQSQED.Unbranched,0,1,0,
PQSQED.Unbranching,0,1,0,
PQSQED.Unclogged,0,1,0,
PQSQED.Ungovernable,0,1,0,
PQSQED.Unlobed,0,1,0,
PQSQED.Unrelaxed,0,1,0,
PQSQED.Unsuspectingly,0,1,0,
PQSQED.Untimbered,0,1,0,
PQSQED.Upupidae,0,1,0,
PQSQED.Uranoscopidae,0,1,0,
PQSQED.Uria,0,1,0,
PQSQED.Urochorda,0,1,0,
PQSQED.Urochordata,0,1,0,
PQSQED.Urophycis,0,1,0,
PQSQED.Vaccaria,0,1,0,
PQSQED.Veinal,0,1,0,
PQSQED.VenaePalpebrales,0,1,0,
PQSQED.Vertebrata,0,1,0,
PQSQED.Vidua,0,1,0,
PQSQED.Viverridae,0,1,0,
PQSQED.Viverrinae,0,1,0,
PQSQED.Vombatidae,0,1,0,
PQSQED.Vulpes,0,1,0,
PQSQED.Wavy,0,1,0,
PQSQED.Weaponed,0,1,0,
PQSQED.WellRounded,0,1,0,
PQSQED.Wobbler,0,1,0,
PQSQED.WoollyAlderAphid,0,1,0,
PQSQED.Xyphophorus,0,1,0,
PQSQED.YamFamily,0,1,0,
PQSQED.Zeomorphi,0,1,0,
PQSQED.Zoarcidae,0,1,0,
PQSQED.Zygoptera,0,1,0,
PQSQED.Abounding,1,1231,3,PQSQED.Abundance;PQSQED.Existing;PQSQED.In
PQSQED.Abrasive,1,1231,4,PQSQED.A;PQSQED.Down;PQSQED.Or;PQSQED.Substance
PQSQED.Accent,1,1231,4,PQSQED.As;PQSQED.Important;PQSQED.Out;PQSQED.Single
PQSQED.Accept,1,1231,5,PQSQED.Be;PQSQED.Designed;PQSQED.Hold;PQSQED.Or;PQSQED.Take
PQSQED.Accord,1,1231,2,PQSQED.Go;PQSQED.Together
PQSQED.Achievement,1,1231,1,PQSQED.Action
PQSQED.Acknowledged,1,1231,2,PQSQED.Accepted;PQSQED.Generally
PQSQED.Acquiring,1,1231,1,PQSQED.Act
PQSQED.Addition,1,1231,2,PQSQED.A;PQSQED.Quantity
PQSQED.Additional,1,1231,2,PQSQED.Further;PQSQED.Or
PQSQED.Adhesive,1,1231,4,PQSQED.A;PQSQED.Or;PQSQED.Substance;PQSQED.Together
PQSQED.Adopt,1,1231,2,PQSQED.On;PQSQED.Take
PQSQED.Adversity,1,1231,5,PQSQED.A;PQSQED.Affliction;PQSQED.Misfortune;PQSQED.Or;PQSQED.State
PQSQED.Advice,1,1231,6,PQSQED.A;PQSQED.Action;PQSQED.An;PQSQED.Appropriate;PQSQED.Course;PQSQED.Proposal
PQSQED.Affection,1,1231,4,PQSQED.A;PQSQED.Feeling;PQSQED.Liking;PQSQED.Positive
PQSQED.Affirmation,1,1231,3,PQSQED.Act;PQSQED.Asserting;PQSQED.Or
PQSQED.Agency,1,1231,6,PQSQED.Action;PQSQED.Being;PQSQED.In;PQSQED.Or;PQSQED.Power;PQSQED.State
PQSQED.Agent,1,1231,6,PQSQED.A;PQSQED.Effect;PQSQED.Force;PQSQED.Or;PQSQED.Some;PQSQED.Substance
PQSQED.Aggressive,1,1231,3,PQSQED.Quickly;PQSQED.Spread;PQSQED.Tending
PQSQED.Agreed,1,1231,5,PQSQED.Being;PQSQED.By;PQSQED.Opinion;PQSQED.Same;PQSQED.United
PQSQED.Aligned,1,1231,4,PQSQED.A;PQSQED.In;PQSQED.Line;PQSQED.Straight
PQSQED.Alive,1,1231,3,PQSQED.Aware;PQSQED.By;PQSQED.Or
PQSQED.Alliance,1,1231,4,PQSQED.Allied;PQSQED.Being;PQSQED.Or;PQSQED.State
PQSQED.Allotropism,1,1231,9,PQSQED.An;PQSQED.Element;PQSQED.Existing;PQSQED.In;PQSQED.More;PQSQED.Or;PQSQED.Phenomenon;PQSQED.Physical;PQSQED.Two
PQSQED.Amateur,1,1231,7,PQSQED.An;PQSQED.Athlete;PQSQED.Not;PQSQED.Pay;PQSQED.Play;PQSQED.Professional;PQSQED.Who
PQSQED.Amazement,1,1231,3,PQSQED.Extremely;PQSQED.Feeling;PQSQED.Surprising
PQSQED.Amend,1,1231,1,PQSQED.Make
PQSQED.Amino,1,1231,1,PQSQED.Radical
PQSQED.Anew,1,1231,8,PQSQED.A;PQSQED.Again;PQSQED.But;PQSQED.Different;PQSQED.In;PQSQED.New;PQSQED.Or;PQSQED.Way
PQSQED.Anger,1,1231,2,PQSQED.Angry;PQSQED.Become
